GemSchlNr,WpNr,Gemeinde_Gemeindeteile,Landkreis,Verbandsgemeinde,PLZ
33306075,0104,Landhaus Rotenbusch,Donnersberg-Kreis,Winnweiler,
33306075,0105,Untere Mühle,Donnersberg-Kreis,Winnweiler,
33306080,,Wartenberg-Rohrbach,Donnersberg-Kreis,Winnweiler,67681
33306080,0101,Flurhof,Donnersberg-Kreis,Winnweiler,
33306080,0102,Rohrbach,Donnersberg-Kreis,Winnweiler,
33306503,,Winnweiler,Donnersberg-Kreis,Winnweiler,67722
33306503,0100,Alsenbrück-Langmeil (Ortsbezirk) ,Donnersberg-Kreis,Winnweiler,
33306503,0101,Bahnhof Langmeil,Donnersberg-Kreis,Winnweiler,
33306503,0102,Salomonsmühle,Donnersberg-Kreis,Winnweiler,
33306503,0103,Sattelhof,Donnersberg-Kreis,Winnweiler,
33306503,0104,Wäschbacherhof,Donnersberg-Kreis,Winnweiler,
33306503,0105,Ziegelhütte,Donnersberg-Kreis,Winnweiler,
33306503,0200,Hochstein,Donnersberg-Kreis,Winnweiler,
33306503,0201,Eisenschmelz,Donnersberg-Kreis,Winnweiler,
33306503,0202,Kahlheckerhof,Donnersberg-Kreis,Winnweiler,
33306503,0203,Kupferschmelz,Donnersberg-Kreis,Winnweiler,
33306503,0300,Potzbach (Ortsbezirk) ,Donnersberg-Kreis,Winnweiler,
33306503,0301,Leithöfe,Donnersberg-Kreis,Winnweiler,
33306503,0400,Winnweiler,Donnersberg-Kreis,Winnweiler,
33306503,0401,Igelbornerhöhe,Donnersberg-Kreis,Winnweiler,
33306503,0402,Kapelle,Donnersberg-Kreis,Winnweiler,
33307003,,Alsenz,Donnersberg-Kreis,Nordpfälzer Land,67821
33307003,0101,Am Wasserhaus,Donnersberg-Kreis,Nordpfälzer Land,
33307003,0102,"Ohlbach, Bwhs.",Donnersberg-Kreis,Nordpfälzer Land,
33307004,,Bayerfeld-Steckweiler,Donnersberg-Kreis,Nordpfälzer Land,67808
33307004,0101,Bremricherhof,Donnersberg-Kreis,Nordpfälzer Land,
33307004,0102,Neubau,Donnersberg-Kreis,Nordpfälzer Land,
33307004,0103,Schmalfelderhof,Donnersberg-Kreis,Nordpfälzer Land,
33307004,0104,Steckweiler,Donnersberg-Kreis,Nordpfälzer Land,
33307004,0105,Stolzenbergerhof,Donnersberg-Kreis,Nordpfälzer Land,
33307008,,Bisterschied,Donnersberg-Kreis,Nordpfälzer Land,67806
33307014,,Dielkirchen,Donnersberg-Kreis,Nordpfälzer Land,67811
33307014,0100,Dielkirchen,Donnersberg-Kreis,Nordpfälzer Land,
33307014,0101,Giebelsbacherhof,Donnersberg-Kreis,Nordpfälzer Land,
33307014,0102,Hanauerhof,Donnersberg-Kreis,Nordpfälzer Land,
33307014,0103,Hoferhof,Donnersberg-Kreis,Nordpfälzer Land,
33307014,0200,Steingruben,Donnersberg-Kreis,Nordpfälzer Land,
33307016,,Dörrmoschel,Donnersberg-Kreis,Nordpfälzer Land,67806
33307021,,Finkenbach-Gersweiler,Donnersberg-Kreis,Nordpfälzer Land,67822
33307021,0101,Bergmühle,Donnersberg-Kreis,Nordpfälzer Land,
33307021,0102,Zollstation,Donnersberg-Kreis,Nordpfälzer Land,
33307023,,Gaugrehweiler,Donnersberg-Kreis,Nordpfälzer Land,67822
33307023,0101,Gutenbacherhof,Donnersberg-Kreis,Nordpfälzer Land,
33307023,0102,Leiningerhof,Donnersberg-Kreis,Nordpfälzer Land,
33307024,,Gehrweiler,Donnersberg-Kreis,Nordpfälzer Land,67724
33307024,0101,Gehrweilermühle,Donnersberg-Kreis,Nordpfälzer Land,
33307025,,Gerbach,Donnersberg-Kreis,Nordpfälzer Land,67813
333075025,0101,Althof,Donnersberg-Kreis,Nordpfälzer Land,
33307025,0102,Kahlenbergweiher,Donnersberg-Kreis,Nordpfälzer Land,
33307025,0103,Köhlerhof,Donnersberg-Kreis,Nordpfälzer Land,
33307025,0104,Schneebergerhof,Donnersberg-Kreis,Nordpfälzer Land,
33307028,,Gundersweiler,Donnersberg-Kreis,Nordpfälzer Land,67724
33307028,0101,Erlenhof,Donnersberg-Kreis,Nordpfälzer Land,
33307028,0102,Messersbacherhof,Donnersberg-Kreis,Nordpfälzer Land,
33307034,,Imsweiler,Donnersberg-Kreis,Nordpfälzer Land,67808
33307034,0101,Felsbergerhof,Donnersberg-Kreis,Nordpfälzer Land,
33307034,0102,Schleifmühle,Donnersberg-Kreis,Monsheim,
33307034,0103,Spreiterhof,Donnersberg-Kreis,Rockenhausen,
33307036,,Kalkofen,Donnersberg-Kreis,Nordpfälzer Land,67822
33307037,,Katzenbach,Donnersberg-Kreis,Nordpfälzer Land,67806
33307037,0101,Kolbenmühle,Donnersberg-Kreis,Nordpfälzer Land,
33307037,0102,Obermittweilerhof,Donnersberg-Kreis,Nordpfälzer Land,
33307037,0103,Simonshof,Donnersberg-Kreis,Nordpfälzer Land,
33307037,0104,Untermittweilerhof,Donnersberg-Kreis,Nordpfälzer Land,
33307043,,Mannweiler-Cölln,Donnersberg-Kreis,Nordpfälzer Land,67822
33307043,0100,Cölln,Donnersberg-Kreis,Nordpfälzer Land,
33307043,0101,Morsbacherhof,Donnersberg-Kreis,Nordpfälzer Land,
33307043,0102,Weidelbacherhof,Donnersberg-Kreis,Nordpfälzer Land,
33307043,0200,Mannweiler,Donnersberg-Kreis,Nordpfälzer Land,
33307049,,Münsterappel,Donnersberg-Kreis,Nordpfälzer Land,67822
33307050,,Niederhausen an der Appel,Donnersberg-Kreis,Nordpfälzer Land,67822
33307050,0101,Freyhof,Donnersberg-Kreis,Nordpfälzer Land,
33307051,,Niedermoschel,Donnersberg-Kreis,Nordpfälzer Land,67822
33307053,,Oberhausen an der Appel,Donnersberg-Kreis,Nordpfälzer Land,67822
33307054,,"Obermoschel, Stadt",Donnersberg-Kreis,Nordpfälzer Land,67823
33307054,0101,Kahlforsterhof,Donnersberg-Kreis,Nordpfälzer Land,
33307054,0102,"Waldhaus, Gastst.",Donnersberg-Kreis,Nordpfälzer Land,
33307055,,Oberndorf,Donnersberg-Kreis,Nordpfälzer Land,67821
33307055,0101,Lindenhof,Donnersberg-Kreis,Nordpfälzer Land,
33307061,,Ransweiler,Donnersberg-Kreis,Nordpfälzer Land,67808
33307061,0101,Birkenhof,Donnersberg-Kreis,Nordpfälzer Land,
33307061,0102,Neubau,Donnersberg-Kreis,Nordpfälzer Land,
33307065,,Ruppertsecken,Donnersberg-Kreis,Nordpfälzer Land,67808
33307065,0101,Ober-Gerbacherhof,Donnersberg-Kreis,Nordpfälzer Land,
33307065,0102,Ober-Tierwasen,Donnersberg-Kreis,Nordpfälzer Land,
33307065,0103,Schwarzengraben,Donnersberg-Kreis,Nordpfälzer Land,
33307065,0104,Talhof,Donnersberg-Kreis,Nordpfälzer Land,
33307065,0105,Unter-Gerbacherhof,Donnersberg-Kreis,Nordpfälzer Land,
33307065,0106,Unter-Tierwasen,Donnersberg-Kreis,Nordpfälzer Land,
33307065,0107,Vollethof,Donnersberg-Kreis,Nordpfälzer Land,
33307066,,Sankt Alban,Donnersberg-Kreis,Nordpfälzer Land,67813
33307066,0101,Hengstbacherhof,Donnersberg-Kreis,Nordpfälzer Land,
33307066,0102,Untermühle,Donnersberg-Kreis,Nordpfälzer Land,
33307067,,Schiersfeld,Donnersberg-Kreis,Nordpfälzer Land,67822
33307067,0101,Sulzhof,Donnersberg-Kreis,Nordpfälzer Land,
33307068,,Schönborn,Donnersberg-Kreis,Nordpfälzer Land,67808
33307072,,Sitters,Donnersberg-Kreis,Nordpfälzer Land,67823
33307073,,Stahlberg,Donnersberg-Kreis,Nordpfälzer Land,67808
33307073,0101,Forsthaus Stahlberg,Donnersberg-Kreis,Nordpfälzer Land,
33307077,,Teschenmoschel,Donnersberg-Kreis,Nordpfälzer Land,67806
33307077,0101,Mausmühle,Donnersberg-Kreis,Nordpfälzer Land,
33307078,,Unkenbach,Donnersberg-Kreis,Nordpfälzer Land,67823
33307079,,Waldgrehweiler,Donnersberg-Kreis,Nordpfälzer Land,67822
33307079,0101,"Grashof, Gartenbaubetrieb",Donnersberg-Kreis,Nordpfälzer Land,
33307079,0102,Windhof,Donnersberg-Kreis,Nordpfälzer Land,
33307079,0103,Wolfsmühle,Donnersberg-Kreis,Nordpfälzer Land,
33307083,,Winterborn,Donnersberg-Kreis,Nordpfälzer Land,67822
33307083,0101,Waldhof,Donnersberg-Kreis,Nordpfälzer Land,
33307084,,Würzweiler,Donnersberg-Kreis,Nordpfälzer Land,67808
33307201,,Rathskirchen,Donnersberg-Kreis,Nordpfälzer Land,67744
33307201,0100,Rathskirchen,Donnersberg-Kreis,Nordpfälzer Land,
33307201,0101,Bösodenbacherhof,Donnersberg-Kreis,Nordpfälzer Land,
33307201,0200,Rudolphskirchen,Donnersberg-Kreis,Nordpfälzer Land,
33307202,,Reichsthal,Donnersberg-Kreis,Nordpfälzer Land,67759
33307203,,Seelen,Donnersberg-Kreis,Nordpfälzer Land,67744
33307502,,"Rockenhausen, Stadt",Donnersberg-Kreis,Nordpfälzer Land,67806
33307502,0100,Dörnbach (Ortsbezirk) ,Donnersberg-Kreis,Nordpfälzer Land,
33307502,0200,Marienthal (Ortsbezirk) ,Donnersberg-Kreis,Nordpfälzer Land,
33307502,0201,Mordkammerhof (ehem.Gem.Dannenfels),Donnersberg-Kreis,Nordpfälzer Land,
33307502,0300,Rockenhausen,Donnersberg-Kreis,Nordpfälzer Land,
33307502,0301,An der Linde,Donnersberg-Kreis,Nordpfälzer Land,
33307502,0302,Buchwaldhof,Donnersberg-Kreis,Nordpfälzer Land,
33307502,0303,Hintersteinerhof,Donnersberg-Kreis,Nordpfälzer Land,
33307502,0304,Im Degenbachtal,Donnersberg-Kreis,Nordpfälzer Land,
33307502,0305,Inkeltalerhof,Donnersberg-Kreis,Nordpfälzer Land,
33307502,0306,Lindenhof,Donnersberg-Kreis,Nordpfälzer Land,
33307502,0307,Römerhof,Donnersberg-Kreis,Nordpfälzer Land,
33307502,0308,Rußmühlerhof,Donnersberg-Kreis,Nordpfälzer Land,
33307502,0309,Schacherhof,Donnersberg-Kreis,Nordpfälzer Land,
33307502,0310,Scharfeeck,Donnersberg-Kreis,Nordpfälzer Land,
33400007,,"Germersheim, Stadt",Germersheim,,76726
33400007,0100,Germersheim,Germersheim,,
33400007,0200,Sondernheim (Ortsbezirk),Germersheim,,
33400007,0202,Wohnplatz Schleusenhaus,Germersheim,,
33400007,0203,Wohnplatz zur Rheinschnook,Germersheim,,
33400501,,"Wörth am Rhein, Stadt",Germersheim,,76744
33400501,0100,Büchelberg (Ortsbezirk),Germersheim,,
33400501,0101,Forsthaus Salmbacher Passage,Germersheim,,
33400501,0102,Langenberg,Germersheim,,
33400501,0200,Maximiliansau (Ortsbezirk),Germersheim,,
33400501,0201,Hof am Goldgrund,Germersheim,,
33400501,0202,Neufeldhof,Germersheim,,
33400501,0203,Rotthof,Germersheim,,
33400501,0300,Schaidt (Ortsbezirk),Germersheim,,
33400501,0301,Schaidter Mühle,Germersheim,,
33400501,0302,Weiller-Hof,Germersheim,,
33400501,0400,Wörth (Ortsbezirk),Germersheim,,
33400501,0401,Hof in den alten Stücken,Germersheim,,
33400501,0402,Ludwigsau,Germersheim,,
33400501,0403,Rheinhof,Germersheim,,
33400501,0404,Vorlacherhof,Germersheim,,
33400501,0405,Hof beim Gänsgrund,Germersheim,,
33401001,,Bellheim,Germersheim,Bellheim,76756
33401001,0101,Gut Altbrand,Germersheim,Bellheim,
33401001,0102,Am Viadukt,Germersheim,Bellheim,
33401001,0103,Birkenhof,Germersheim,Bellheim,
33401001,0104,Fortmühle,Germersheim,Bellheim,
33401001,0105,Am Sondernheimer Weg,Germersheim,Bellheim,
33401001,0106,In den Gerichtsmorgen,Germersheim,Bellheim,
33401001,0107,Obermühle,Germersheim,Bellheim,
33401001,0108,Wappenschmiedmühle,Germersheim,Bellheim,
33401001,0109,Aussiedlerhof Obere Wiesenäcker,Germersheim,Bellheim,
33401014,,Knittelsheim,Germersheim,Bellheim,76879
33401014,0101,Knittelsheimer Mühle,Germersheim,Bellheim,
33401014,0102,Am Hochweg,Germersheim,Bellheim,
33401014,0103,Im Obersand,Germersheim,Bellheim,
33401023,,Ottersheim bei Landau,Germersheim,Bellheim,76879
33401023,0101,Gärtnerhof,Germersheim,Bellheim,
33401023,0102,Marienhof,Germersheim,Bellheim,
33401023,0103,Rosenhof,Germersheim,Bellheim,
33401023,0104,Eichenhof,Germersheim,Bellheim,
33401036,,Zeiskam,Germersheim,Bellheim,67378
33401036,0101,Am Mühlweg,Germersheim,Bellheim,
33401036,0102,Binsenhof,Germersheim,Bellheim,
33401036,0103,Im Briefel,Germersheim,Bellheim,
33401036,0104,Im Häg,Germersheim,Bellheim,
33401036,0105,Klosterhof,Germersheim,Bellheim,
33401036,0106,Zeiskamer Mühle,Germersheim,Bellheim,
33401036,0107,Birkenhof,Germersheim,Bellheim,
33402002,,Berg (Pfalz),Germersheim,Hagenbach,76768
33402002,0101,Neulauterburg,Germersheim,Hagenbach,
33402008,,"Hagenbach, Stadt",Germersheim,Hagenbach,76767
33402008,0101,Bahnposten 1311,Germersheim,Hagenbach,
33402021,,Neuburg am Rhein,Germersheim,Hagenbach,76776
33402021,0101,"Dörruck, Bwhs.",Germersheim,Hagenbach,
33402021,0102,"Frohnau, Ziegelei",Germersheim,Hagenbach,
33402027,,Scheibenhardt,Germersheim,Hagenbach,76779
33402027,0101,Bienwaldmühle,Germersheim,Hagenbach,
33403009,,Hatzenbühl,Germersheim,Jockgrim,76770
33403009,0101,Untermühle,Germersheim,Jockgrim,
33403012,,Jockgrim,Germersheim,Jockgrim,76751
33403022,,Neupotz,Germersheim,Jockgrim,76777
33403022,0101,Birkenhof,Germersheim,Jockgrim,
33403022,0102,Erlenhof,Germersheim,Jockgrim,
33403022,0103,Hardtwald,Germersheim,Jockgrim,
33403022,0104,Jägerhof,Germersheim,Jockgrim,
33403022,0105,Schmiedhof,Germersheim,Jockgrim,
33403022,0106,Burgerhof,Germersheim,Jockgrim,
33403024,,Rheinzabern,Germersheim,Jockgrim,76764
33403024,0101,An der alten Neupotzer Straße,Germersheim,Jockgrim,
33403024,0102,Bahnhaus an der Tongrube,Germersheim,Jockgrim,
33403024,0103,Heulachhof,Germersheim,Jockgrim,
33403024,0104,Rinkenhof,Germersheim,Jockgrim,
33403024,0106,Wanzheimer Mühle,Germersheim,Jockgrim,
33403024,0107,Zirkerhof,Germersheim,Jockgrim,
33404004,,Erlenbach bei Kandel,Germersheim,Kandel,76872
33404004,0101,Erlenhof,Germersheim,Kandel,
33404004,0102,Waldhof,Germersheim,Kandel,
33404004,0103,Über dem Insheimer Weg,Germersheim,Kandel,
33404005,,Freckenfeld,Germersheim,Kandel,76872
33404005,0101,In den Dorfwiesen,Germersheim,Kandel,
33404005,0102,Welschhof,Germersheim,Kandel,
33404005,0103,Bienwaldgestüt am Sportplatzweg,Germersheim,Kandel,
33404013,,"Kandel, Stadt",Germersheim,Kandel,76870
33404013,0101,Am Holderbühl 1,Germersheim,Kandel,
33404013,0102,Am Holderbühl 2,Germersheim,Kandel,
33404013,0103,Barthelsmühle,Germersheim,Kandel,
33404013,0104,Hardtmühle,Germersheim,Kandel,
33404013,0105,Herrenmühle,Germersheim,Kandel,
33404013,0106,Höfen,Germersheim,Kandel,
33404013,0107,Holderbühler Hof,Germersheim,Kandel,
33404013,0108,Leistenmühle,Germersheim,Kandel,
33404013,0109,Minderslachen,Germersheim,Kandel,
33404013,0110,Naturfreundehaus Bienwald,Germersheim,Kandel,
33404013,0111,In der Zelch,Germersheim,Kandel,
33404013,0112,In den Rötzwiesen,Germersheim,Kandel,
33404013,0113,Am Ettenbaum,Germersheim,Kandel,
33404020,,Minfeld,Germersheim,Kandel,76872
33404020,0101,Altmühle,Germersheim,Kandel,
33404020,0102,Markhof,Germersheim,Kandel,
33404020,0103,Schoßberghof,Germersheim,Kandel,
33404020,0104,Lettenberghof,Germersheim,Kandel,
33404020,0105,Rebenhof 1,Germersheim,Kandel,
33404020,0106,Rebenhof 2,Germersheim,Kandel,
33404030,,Steinweiler,Germersheim,Kandel,76872
33404030,0101,Archenweyermühle,Germersheim,Kandel,
33404030,0102,Palatino Ranch,Germersheim,Kandel,
33404030,0103,Erlenhof,Germersheim,Kandel,
33404030,0104,Lindenhof,Germersheim,Kandel,
33404030,0105,Rosenhof,Germersheim,Kandel,
33404030,0106,Rottmühle,Germersheim,Kandel,
33404030,0107,Seehof,Germersheim,Kandel,
33404030,0108,Sudetenhof,Germersheim,Kandel,
33404030,0109,Fohlenhof,Germersheim,Kandel,
33404030,0110,Blättnerhof 2,Germersheim,Kandel,
33404031,,Vollmersweiler,Germersheim,Kandel,76744
33404031,0101,Neumühle,Germersheim,Kandel,
33404034,,Winden,Germersheim,Kandel,76872
33404034,0101,Funkhaus,Germersheim,Kandel,
33404034,0102,Mühle 1,Germersheim,Kandel,
33404034,0103,Mühle 2,Germersheim,Kandel,
33405006,,Freisbach,Germersheim,Lingenfeld,67361
33405006,0101,Auländer,Germersheim,Lingenfeld,
33405006,0102,In den Forlen,Germersheim,Lingenfeld,
33405006,0103,Lindenhof,Germersheim,Lingenfeld,
33405017,,Lingenfeld,Germersheim,Lingenfeld,67360
33405017,0101,Brünnelberg,Germersheim,Lingenfeld,
33405017,0102,Flugplatz,Germersheim,Lingenfeld,
33405017,0103,Kattenbuckel,Germersheim,Lingenfeld,
33405017,0104,Vorwerk Friedrich,Germersheim,Lingenfeld,
33405017,0105,Im Erholungsgebiet,Germersheim,Lingenfeld,
33405017,0106,Ober der Tuchbleiche,Germersheim,Lingenfeld,
33405018,,Lustadt,Germersheim,Lingenfeld,67363
33405018,0100,Niederlustadt,Germersheim,Lingenfeld,
33405018,0101,Auf der Heide,Germersheim,Lingenfeld,
33405018,0102,Im Röderfeld,Germersheim,Lingenfeld,
33405018,0103,Am Klärwerk,Germersheim,Lingenfeld,
33405018,0200,Oberlustadt,Germersheim,Lingenfeld,
33405018,0201,An der hohen Straße,Germersheim,Lingenfeld,
33405018,0202,Auf der Büsche,Germersheim,Lingenfeld,
33405018,0203,Bei der Ziegelei,Germersheim,Lingenfeld,
33405018,0204,Fuchsgarten,Germersheim,Lingenfeld,
33405018,0205,In den Niedergärten,Germersheim,Lingenfeld,
33405018,0206,Lachenmühle,Germersheim,Lingenfeld,
33405018,0207,Ludwigsmühle,Germersheim,Lingenfeld,
33405018,0208,Ober dem Dorf,Germersheim,Lingenfeld,
33405028,,Schwegenheim,Germersheim,Lingenfeld,67365
33405028,0101,Bründelsberg,Germersheim,Lingenfeld,
33405028,0102,Vorderlohe,Germersheim,Lingenfeld,
33405028,0103,Hof Sonnenfeld,Germersheim,Lingenfeld,
33405032,,Weingarten (Pfalz),Germersheim,Lingenfeld,67366
33405032,0103,Weiherhof,Germersheim,Lingenfeld,
33405032,0104,Wiesenhof,Germersheim,Lingenfeld,
33405032,0106,Hainbachhof,Germersheim,Lingenfeld,
33405032,0107,Am Gartenweg 1,Germersheim,Lingenfeld,
33405032,0108,Am Gartenweg 2,Germersheim,Lingenfeld,
33405032,0109,Am Gartenweg 3,Germersheim,Lingenfeld,
33405032,0110,Am hohen Rain 1,Germersheim,Lingenfeld,
33405032,0111,In der Schäferei 1,Germersheim,Lingenfeld,
33405032,0112,Am Kreuzweg,Germersheim,Lingenfeld,
33405032,0113,Draishof 1,Germersheim,Lingenfeld,
33405032,0114,Draishof 2,Germersheim,Lingenfeld,
33405032,0115,In der Schäferei 2,Germersheim,Lingenfeld,
33405033,,Westheim (Pfalz),Germersheim,Lingenfeld,67368
33405033,0101,Holzmühle,Germersheim,Lingenfeld,
33406011,,Hördt,Germersheim,Rülzheim,76771
33406011,0101,Klostermühle,Germersheim,Rülzheim,
33406015,,Kuhardt,Germersheim,Rülzheim,76773
33406015,0101,Ziegelei,Germersheim,Rülzheim,
33406015,0102,Wohnplatz Wasserwerk,Germersheim,Rülzheim,
33406016,,Leimersheim,Germersheim,Rülzheim,76774
33406016,0101,Rheinschenke 'Pfälzer Land',Germersheim,Rülzheim,
33406016,0102,Wohnplatz Seehof,Germersheim,Rülzheim,
33406025,,Rülzheim,Germersheim,Rülzheim,76761
33406025,0101,In der Lohe,Germersheim,Rülzheim,
33406025,0102,Katharinenhof,Germersheim,Rülzheim,
33406025,0103,Untermühle,Germersheim,Rülzheim,
33501003,,Bruchmühlbach-Miesau,Kaiserslautern,Bruchmühlbach-Miesau,66892
33501003,0100,Bruchmühlbach,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0101,Auf dem Bergfeld,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0102,Belzmühle,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0103,Tausendmühle,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0104,Bruchwiesenhof,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0200,Buchholz,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0300,Elschbach,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0301,Am Bahnhof,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0302,Am Schwimmbad,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0303,Schanzermühle,Kaiserslautern,Bruchmühlbach-Miesau,66892
33501003,0400,Miesau,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0401,Birkenhof,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0402,Schanzerhof,Kaiserslautern,Bruchmühlbach-Miesau,66892
33501003,0500,Vogelbachermühle,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0501,Am alten Zoll,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0502,Bahnposten 20,Kaiserslautern,Bruchmühlbach-Miesau,
33501003,0503,Vogelbachermühle,Kaiserslautern,Bruchmühlbach-Miesau,
33501011,,Gerhardsbrunn,Kaiserslautern,Bruchmühlbach-Miesau,66894
33501011,0101,Scharrhof,Kaiserslautern,Bruchmühlbach-Miesau,66851
33501011,0102,Scharrmühle,Kaiserslautern,Bruchmühlbach-Miesau,66851
33501201,,Lambsborn,Kaiserslautern,Bruchmühlbach-Miesau,66894
33501201,0101,Haus Heideblick,Kaiserslautern,Bruchmühlbach-Miesau,
33501201,0102,Heidehof,Kaiserslautern,Bruchmühlbach-Miesau,
33501202,,Langwieden,Kaiserslautern,Bruchmühlbach-Miesau,66894
33501202,0101,Artamhof,Kaiserslautern,Bruchmühlbach-Miesau,
33501202,0102,Steigwiesen,Kaiserslautern,Bruchmühlbach-Miesau,
33501203,,Martinshöhe,Kaiserslautern,Bruchmühlbach-Miesau,66894
33501203,0101,Schernau,Kaiserslautern,Bruchmühlbach-Miesau,
33501203,0102,Pletschmühle,Kaiserslautern,Bruchmühlbach-Miesau,
33501203,0103,Reesberger Hof,Kaiserslautern,Bruchmühlbach-Miesau,
33501203,0104,Sternbrunnerhof,Kaiserslautern,Bruchmühlbach-Miesau,
33501203,0105,Ziegelhütte,Kaiserslautern,Bruchmühlbach-Miesau,
33501203,0106,An der Dümpfelhecke,Kaiserslautern,Bruchmühlbach-Miesau,
33502004,,Enkenbach-Alsenborn,Kaiserslautern,Enkenbach-Alsenborn,67677
33502004,0100,Alsenborn,Kaiserslautern,Enkenbach-Alsenborn,
33502004,0102,Hetschmühle,Kaiserslautern,Enkenbach-Alsenborn,
33502004,0200,Enkenbach,Kaiserslautern,Enkenbach-Alsenborn,
33502004,0201,Am Herlenberg 1,Kaiserslautern,Enkenbach-Alsenborn,
33502004,0202,Bordmühle,Kaiserslautern,Enkenbach-Alsenborn,
33502004,0203,Daubenbornerhof,Kaiserslautern,Enkenbach-Alsenborn,
33502004,0204,Daubenbornerhof 9,Kaiserslautern,Enkenbach-Alsenborn,
33502004,0205,Hahnerhof,Kaiserslautern,Enkenbach-Alsenborn,
33502004,0206,Im Hinterbusch,Kaiserslautern,Enkenbach-Alsenborn,
33502004,0207,Obere Eselsmühle,Kaiserslautern,Enkenbach-Alsenborn,
33502004,0208,Riesenhütte,Kaiserslautern,Enkenbach-Alsenborn,
33502004,0209,Untere Eselsmühle,Kaiserslautern,Enkenbach-Alsenborn,
33502007,,Fischbach,Kaiserslautern,Enkenbach-Alsenborn,67693
33502007,0101,Altenhof,Kaiserslautern,Enkenbach-Alsenborn,
33502007,0102,Schorlenberg,Kaiserslautern,Enkenbach-Alsenborn,
33502010,,Frankenstein,Kaiserslautern,Enkenbach-Alsenborn,67468
33502010,0101,Alte Straße,Kaiserslautern,Enkenbach-Alsenborn,
33502010,0102,Bordmühle am Leinbach,Kaiserslautern,Enkenbach-Alsenborn,
33502010,0103,Bordmühle an der Kehr,Kaiserslautern,Enkenbach-Alsenborn,
33502010,0105,Diemerstein,Kaiserslautern,Enkenbach-Alsenborn,
33502010,0106,Galgental,Kaiserslautern,Enkenbach-Alsenborn,
33502010,0107,Klaftertalerhof,Kaiserslautern,Enkenbach-Alsenborn,
33502010,0108,Rußhütte,Kaiserslautern,Enkenbach-Alsenborn,
33502015,,Hochspeyer,Kaiserslautern,Enkenbach-Alsenborn,67691
33502015,0102,Heiligenberg,Kaiserslautern,Enkenbach-Alsenborn,
33502026,,Mehlingen,Kaiserslautern,Enkenbach-Alsenborn,67678
33502026,0100,Baalborn,Kaiserslautern,Enkenbach-Alsenborn,
33502026,0200,Mehlingen,Kaiserslautern,Enkenbach-Alsenborn,
33502026,0201,Eselsfürth,Kaiserslautern,Enkenbach-Alsenborn,
33502026,0202,Fröhnerhof,Kaiserslautern,Enkenbach-Alsenborn,
33502026,0203,Im Sand,Kaiserslautern,Enkenbach-Alsenborn,
33502026,0204,Mehlingerhof,Kaiserslautern,Enkenbach-Alsenborn,
33502026,0205,Neukirchen,Kaiserslautern,Enkenbach-Alsenborn,
33502028,,Neuhemsbach,Kaiserslautern,Enkenbach-Alsenborn,67680
33502028,0101,Bahnhof Neuhemsbach,Kaiserslautern,Enkenbach-Alsenborn,
33502028,0103,Heinzental,Kaiserslautern,Enkenbach-Alsenborn,
33502028,0104,Randeckerhof,Kaiserslautern,Enkenbach-Alsenborn,
33502028,0105,Rothwiesenhof,Kaiserslautern,Enkenbach-Alsenborn,
33502048,,Waldleiningen,Kaiserslautern,Enkenbach-Alsenborn,67693
33502048,0101,"Schwarzsohl, Waldhaus",Kaiserslautern,Enkenbach-Alsenborn,
33502048,0102,Stüterhof,Kaiserslautern,Enkenbach-Alsenborn,
33502205,,Sembach,Kaiserslautern,Enkenbach-Alsenborn,67681
33502205,0101,Eichenbachermühle,Kaiserslautern,Enkenbach-Alsenborn,
33502205,0102,Längstlerhof,Kaiserslautern,Enkenbach-Alsenborn,
33502205,0103,Ziegelhütte,Kaiserslautern,Enkenbach-Alsenborn,
33508016,,Hütschenhausen,Kaiserslautern,Ramstein-Miesenbach,66882
33508016,0100,Hütschenhausen,Kaiserslautern,Ramstein-Miesenbach,
